SYMBOL,STOCK NAME,LISTING DATE
GMBREW.NS,GM BREWERIES LIMITED,1995-08-23
GMDCLTD.NS,GUJARAT MINERAL DEVELOPMENT CORPORATION LIMITED,1997-12-17
GMMPFAUDLR.NS,GMM PFAUDLER LIMITED,2018-03-05
GMRAIRPORT.NS,GMR AIRPORTS LIMITED,2006-08-21
GMRP&UI.NS,GMR POWER AND URBAN INFRA LIMITED,2022-03-23
GNA.NS,GNA AXLES LIMITED,2016-09-26
GNFC.NS,GUJARAT NARMADA VALLEY FERTILIZERS AND CHEMICALS LIMITED,1995-05-17
GNRL.NS,GUJARAT NATURAL RESOURCES LIMITED,2026-04-20
GOACARBON.NS,GOA CARBON LIMITED,2007-06-05
GOCLCORP.NS,GOCL CORPORATION LIMITED,2014-06-26
GOCOLORS.NS,GO FASHION (INDIA) LIMITED,2021-11-30
GODAVARIB.NS,GODAVARI BIOREFINERIES LIMITED,2024-10-30
GODFRYPHLP.NS,GODFREY PHILLIPS INDIA LIMITED,1996-07-24
GODIGIT.NS,GO DIGIT GENERAL INSURANCE LIMITED,2024-05-23
GODREJAGRO.NS,GODREJ AGROVET LIMITED,2017-10-16
GODREJCP.NS,GODREJ CONSUMER PRODUCTS LIMITED,2001-06-20
GODREJIND.NS,GODREJ INDUSTRIES LIMITED,2003-02-25
GODREJPROP.NS,GODREJ PROPERTIES LIMITED,2010-01-05
GOKEX.NS,GOKALDAS EXPORTS LIMITED,2005-04-27
GOKUL.NS,GOKUL REFOILS AND SOLVENT LIMITED,2008-06-04
GOKULAGRO.NS,GOKUL AGRO RESOURCES LIMITED,2016-03-11
GOLDENTOBC.NS,GOLDEN TOBACCO LIMITED,1995-02-08
GOLDIAM.NS,GOLDIAM INTERNATIONAL LIMITED,2005-08-29
GOLDTECH.NS,AION-TECH SOLUTIONS LIMITED,2001-04-11
GOODLUCK.NS,GOODLUCK INDIA LIMITED,2015-01-08
GOODYEAR.NS,GOODYEAR INDIA LIMITED,2026-04-20
GOPAL.NS,GOPAL SNACKS LIMITED,2024-03-14
GOYALALUM.NS,GOYAL ALUMINIUMS LIMITED,2022-11-04
GPIL.NS,GODAWARI POWER AND ISPAT LIMITED,2006-04-25
GPPL.NS,GUJARAT PIPAVAV PORT LIMITED,2010-09-09
GPTHEALTH.NS,GPT HEALTHCARE LIMITED,2024-02-29
GPTINFRA.NS,GPT INFRAPROJECTS LIMITED,2016-07-11
GRADIENTE.NS,GRADIENTE INFOTAINMENT LIMITED,2026-05-08
GRANDOAK.NS,GRAND OAK CANYONS DISTILLERY LIMITED,2026-04-20
GRANULES.NS,GRANULES INDIA LIMITED,2005-06-20
GRAPHITE.NS,GRAPHITE INDIA LIMITED,2003-02-07
GRASIM.NS,GRASIM INDUSTRIES LIMITED,1995-05-10
GRAUWEIL.NS,GRAUER & WEIL INDIA LIMITED,2026-04-20
GRAVISSHO.NS,GRAVISS HOSPITALITY LIMITED,2026-04-20
GRAVITA.NS,GRAVITA INDIA LIMITED,2010-11-16
GREAVESCOT.NS,GREAVES COTTON LIMITED,2004-09-09
GREENLAM.NS,GREENLAM INDUSTRIES LIMITED,2015-03-02
GREENPANEL.NS,GREENPANEL INDUSTRIES LIMITED,2019-10-23
GREENPLY.NS,GREENPLY INDUSTRIES LIMITED,1996-03-06
GREENPOWER.NS,ORIENT GREEN POWER COMPANY LIMITED,2010-10-08
GRINDWELL.NS,GRINDWELL NORTON LIMITED,2006-09-11
GRINFRA.NS,G R INFRAPROJECTS LIMITED,2021-07-19
GRMOVER.NS,GRM OVERSEAS LIMITED,2022-09-07
GROBTEA.NS,THE GROB TEA COMPANY LIMITED,2016-07-14
GROWW.NS,BILLIONBRAINS GARAGE VENTURES LIMITED,2025-11-12
GRPLTD.NS,GRP LIMITED,2015-02-12
GRSE.NS,GARDEN REACH SHIPBUILDERS & ENGINEERS LIMITED,2018-10-10
GRWRHITECH.NS,GARWARE HI-TECH FILMS LIMITED,2022-02-03
GSFC.NS,GUJARAT STATE FERTILIZERS & CHEMICALS LIMITED,1995-09-06
GSLSU.NS,GLOBAL SURFACES LIMITED,2023-03-23
GSPCROP.NS,GSP CROP SCIENCE LIMITED,2026-03-24
GSS.NS,GSS INFOTECH LIMITED,2008-03-07
GTECJAINX.NS,G-TEC JAINX EDUCATION LIMITED,2020-11-13
GTL.NS,GTL LIMITED,1995-03-29
GTLINFRA.NS,GTL INFRASTRUCTURE LIMITED,2006-11-09
GTPL.NS,GTPL HATHWAY LIMITED,2017-07-04
GUFICBIO.NS,GUFIC BIOSCIENCES LIMITED,2004-10-19
GUJALKALI.NS,GUJARAT ALKALIES AND CHEMICALS LIMITED,1997-08-07
GUJAPOLLO.NS,GUJARAT APOLLO INDUSTRIES LIMITED,2007-06-04
GUJGASLTD.NS,GUJARAT GAS LIMITED,2015-09-15
GUJRAFFIA.NS,GUJARAT RAFFIA INDUSTRIES LIMITED,1996-10-09
GUJTHEM.NS,GUJARAT THEMIS BIOSYN LIMITED,2025-02-25
GULFOILLUB.NS,GULF OIL LUBRICANTS INDIA LIMITED,2014-07-31
GULFPETRO.NS,GP PETROLEUMS LIMITED,2004-09-24
GULPOLY.NS,GULSHAN POLYOLS LIMITED,2015-01-28
GVKPIL.NS,GVK POWER & INFRASTRUCTURE LIMITED,2006-02-27
GVPIL.NS,GE POWER INDIA LIMITED,2000-04-19
GVPTECH.NS,GVP INFOTECH LIMITED,2022-09-06
GVT&D.NS,GE VERNOVA T&D INDIA LIMITED,2008-06-30
HAL.NS,HINDUSTAN AERONAUTICS LIMITED,2018-03-28
HALDER.NS,HALDER VENTURE LIMITED,2026-01-19
HALDYNGL.NS,HALDYN GLASS LIMITED,2026-04-20
HALEOSLABS.NS,HALEOS LABS LIMITED,2017-08-17
HAPPSTMNDS.NS,HAPPIEST MINDS TECHNOLOGIES LIMITED,2020-09-17
HAPPYFORGE.NS,HAPPY FORGINGS LIMITED,2023-12-27
HARDWYN.NS,HARDWYN INDIA LIMITED,2022-04-12
HARIOMPIPE.NS,HARIOM PIPE INDUSTRIES LIMITED,2022-04-13
HARRMALAYA.NS,HARRISONS  MALAYALAM LIMITED,1995-02-08
HARSHA.NS,HARSHA ENGINEERS INTERNATIONAL LIMITED,2022-09-26
HATHWAY.NS,HATHWAY CABLE & DATACOM LIMITED,2010-02-25
HATSUN.NS,HATSUN AGRO PRODUCT LIMITED,2014-06-20
HAVELLS.NS,HAVELLS INDIA LIMITED,2001-03-21
HAVISHA.NS,SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED,2000-02-16
HAWKINCOOK.NS,HAWKINS COOKERS LIMITED,2026-04-20
HBESD.NS,HB ESTATE DEVELOPERS LIMITED,2026-04-20
HBLENGINE.NS,HBL ENGINEERING LIMITED,2007-01-04
HBSL.NS,HB STOCKHOLDINGS LIMITED,2018-07-23
HCC.NS,HINDUSTAN CONSTRUCTION COMPANY LIMITED,2003-04-01
HCG.NS,HEALTHCARE GLOBAL ENTERPRISES LIMITED,2016-03-30
HCL-INSYS.NS,HCL INFOSYSTEMS LIMITED,1997-01-01
HCLTECH.NS,HCL TECHNOLOGIES LIMITED,2000-01-06
HDBFS.NS,HDB FINANCIAL SERVICES LIMITED,2025-07-02
HDFCAMC.NS,HDFC ASSET MANAGEMENT COMPANY LIMITED,2018-08-06
HDFCBANK.NS,HDFC BANK LIMITED,1995-11-08
HDFCLIFE.NS,HDFC LIFE INSURANCE COMPANY LIMITED,2017-11-17
HDIL.NS,HOUSING DEVELOPMENT AND INFRASTRUCTURE LIMITED,2007-07-24
HEADSUP.NS,HEADS UP VENTURES LIMITED,2016-12-14
HEALTHX.NS,HEALTH X PLATFORM LIMITED,2010-10-05
HECPROJECT.NS,HEC INFRA PROJECTS LIMITED,2021-12-30
HEG.NS,HEG LIMITED,1995-05-10
HEIDELBERG.NS,HEIDELBERGCEMENT INDIA LIMITED,1995-03-15
HEMIPROP.NS,HEMISPHERE PROPERTIES INDIA LIMITED,2020-10-22
HERANBA.NS,HERANBA INDUSTRIES LIMITED,2021-03-05
HERITGFOOD.NS,HERITAGE FOODS LIMITED,1996-11-27
HEROMOTOCO.NS,HERO MOTOCORP LIMITED,2003-04-11
HESTERBIO.NS,HESTER BIOSCIENCES LIMITED,2015-03-13
HEXAGON.NS,HEXAGON NUTRITION LIMITED,2026-06-12
HEXATRADEX.NS,HEXA TRADEX LIMITED,2012-04-20
HEXT.NS,HEXAWARE TECHNOLOGIES LIMITED,2025-02-19
HFCL.NS,HFCL LIMITED,2011-03-09
HGINFRA.NS,H.G. INFRA ENGINEERING LIMITED,2018-03-09
HGM.NS,HANDSON GLOBAL MANAGEMENT (HGM) LIMITED,2006-09-27
HGS.NS,HINDUJA GLOBAL SOLUTIONS LIMITED,2007-06-19
HIKAL.NS,HIKAL LIMITED,2001-02-14
HILINFRA.NS,HIGHWAY INFRASTRUCTURE LIMITED,2025-08-12
HILTON.NS,HILTON METAL FORGING LIMITED,2007-05-24
HIMATSEIDE.NS,HIMATSINGKA SEIDE LIMITED,1995-02-08
HINDALCO.NS,HINDALCO INDUSTRIES LIMITED,1997-01-08
HINDCOMPOS.NS,HINDUSTAN COMPOSITES LIMITED,1996-05-08
HINDCON.NS,HINDCON CHEMICALS LIMITED,2021-07-05
HINDCOPPER.NS,HINDUSTAN COPPER LIMITED,2010-09-15
HINDOILEXP.NS,HINDUSTAN OIL EXPLORATION COMPANY LIMITED,2003-09-23
HINDPETRO.NS,HINDUSTAN PETROLEUM CORPORATION LIMITED,1998-06-17
HINDUNILVR.NS,HINDUSTAN UNILEVER LIMITED,1995-07-06
HINDWAREAP.NS,HINDWARE HOME INNOVATION LIMITED,2019-12-26
HINDZINC.NS,HINDUSTAN ZINC LIMITED,2006-11-21
HIRECT.NS,HIND RECTIFIERS LIMITED,2006-12-26
HISARMETAL.NS,HISAR METAL INDUSTRIES LIMITED,2017-01-05
HITECH.NS,HI-TECH PIPES LIMITED,2018-05-07
HITECHCORP.NS,HITECH CORPORATION LIMITED,2007-12-20
HITECHGEAR.NS,THE HI-TECH GEARS LIMITED,2002-01-21
HLEGLAS.NS,HLE GLASCOAT LIMITED,2023-02-09
HLVLTD.NS,HLV LIMITED,1995-07-19
HMAAGRO.NS,HMA AGRO INDUSTRIES LIMITED,2023-07-04
HMT.NS,HMT LIMITED,2003-08-29
HMVL.NS,HINDUSTAN MEDIA VENTURES LIMITED,2010-07-21
HNDFDS.NS,HINDUSTAN FOODS LIMITED,2023-06-06
HOMEFIRST.NS,HOME FIRST FINANCE COMPANY INDIA LIMITED,2021-02-03
HONASA.NS,HONASA CONSUMER LIMITED,2023-11-07
HONAUT.NS,HONEYWELL AUTOMATION INDIA LIMITED,2003-07-18
HONDAPOWER.NS,HONDA INDIA POWER PRODUCTS LIMITED,2003-04-01
HPAL.NS,HP ADHESIVES LIMITED,2021-12-27
HPIL.NS,HINDPRAKASH INDUSTRIES LIMITED,2022-11-07
HPL.NS,HPL ELECTRIC & POWER LIMITED,2016-10-04
HSCL.NS,HIMADRI SPECIALITY CHEMICAL LIMITED,2007-03-02
HTMEDIA.NS,HT MEDIA LIMITED,2005-09-01
HUBTOWN.NS,HUBTOWN LIMITED,2007-02-07
HUDCO.NS,HOUSING & URBAN DEVELOPMENT CORPORATION LIMITED,2017-05-19
HUHTAMAKI.NS,HUHTAMAKI INDIA LIMITED,2004-10-01
HYBRIDFIN.NS,HYBRID FINANCIAL SERVICES LIMITED,2022-12-05
HYUNDAI.NS,HYUNDAI MOTOR INDIA LIMITED,2024-10-22
IBULLSLTD.NS,INDIABULLS LIMITED,2011-08-18
ICDSLTD.NS,ICDS LIMITED,1999-11-17
ICEMAKE.NS,ICE MAKE REFRIGERATION LIMITED,2020-10-12
ICICIAMC.NS,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LIMITED,2025-12-19
ICICIBANK.NS,ICICI BANK LIMITED,1997-09-17
ICICIGI.NS,ICICI LOMBARD GENERAL INSURANCE COMPANY LIMITED,2017-09-27
ICICIPRULI.NS,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,2016-09-29
ICIL.NS,INDO COUNT INDUSTRIES LIMITED,2005-09-12
ICRA.NS,ICRA LIMITED,2007-04-13
IDBI.NS,IDBI BANK LIMITED,1995-09-20
IDEA.NS,VODAFONE IDEA LIMITED,2007-03-09
IDEAFORGE.NS,IDEAFORGE TECHNOLOGY LIMITED,2023-07-07
IDFCFIRSTB.NS,IDFC FIRST BANK LIMITED,2015-11-06
IEX.NS,INDIAN ENERGY EXCHANGE LIMITED,2017-10-23
IFBAGRO.NS,IFB AGRO INDUSTRIES LIMITED,1996-04-03
IFBIND.NS,IFB INDUSTRIES LIMITED,1995-03-29
IFCI.NS,IFCI LIMITED,1995-04-26
IFGLEXPOR.NS,IFGL REFRACTORIES LIMITED,2017-11-14
IGARASHI.NS,IGARASHI MOTORS INDIA LIMITED,2003-10-09
IGCL.NS,INDOGULF CROPSCIENCES LIMITED,2025-07-03
IGIL.NS,INTERNATIONAL GEMOLOGICAL INSTITUTE LIMITED,2024-12-20
IGL.NS,INDRAPRASTHA GAS LIMITED,2003-12-26
IGPL.NS,IG PETROCHEMICALS LIMITED,2007-01-29
IIFL.NS,IIFL FINANCE LIMITED,2005-05-17
IIFLCAPS.NS,IIFL CAPITAL SERVICES LIMITED,2019-09-20
IITL.NS,INDUSTRIAL INVESTMENT TRUST LIMITED,2010-08-17
IKIO.NS,IKIO TECHNOLOGIES LIMITED,2023-06-16
IKS.NS,INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,2024-12-19
IL&FSENGG.NS,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LIMITED,2007-10-25
IL&FSTRANS.NS,IL&FS TRANSPORTATION NETWORKS LIMITED,2010-03-30
IMAGICAA.NS,IMAGICAAWORLD ENTERTAINMENT LIMITED,2015-04-06
IMFA.NS,INDIAN METALS & FERRO ALLOYS LIMITED,2010-07-23
IMPAL.NS,INDIA MOTOR PARTS AND ACCESSORIES LIMITED,2005-10-07
INA.NS,INSOLATION ENERGY LIMITED,2026-03-09
INCREDIBLE.NS,INCREDIBLE INDUSTRIES LIMITED,2016-07-01
INDBANK.NS,INDBANK MERCHANT BANKING SERVICES LIMITED,2008-10-08
INDGN.NS,INDEGENE LIMITED,2024-05-13
INDHOTEL.NS,THE INDIAN HOTELS COMPANY LIMITED,1996-07-03
INDIACEM.NS,THE INDIA CEMENTS LIMITED,2000-05-31
INDIAGLYCO.NS,INDIA GLYCOLS LIMITED,2005-07-01
INDIAMART.NS,INDIAMART INTERMESH LIMITED,2019-07-04
INDIANB.NS,INDIAN BANK,2007-03-01
INDIANCARD.NS,INDIAN CARD CLOTHING COMPANY LIMITED,1997-01-08
INDIANHUME.NS,INDIAN HUME PIPE COMPANY LIMITED,1995-08-30
INDIASHLTR.NS,INDIA SHELTER FINANCE CORPORATION LIMITED,2023-12-20
INDIGO.NS,INTERGLOBE AVIATION LIMITED,2015-11-10
INDIGOPNTS.NS,INDIGO PAINTS LIMITED,2021-02-02
INDIQUBE.NS,INDIQUBE SPACES LIMITED,2025-07-30
INDNIPPON.NS,INDIA NIPPON ELECTRICALS LIMITED,1997-05-07
INDOAMIN.NS,INDO AMINES LIMITED,2022-04-29
INDOBORAX.NS,INDO BORAX & CHEMICALS LIMITED,2022-03-29
INDOCO.NS,INDOCO REMEDIES LIMITED,2005-01-14
INDOFARM.NS,INDO FARM EQUIPMENT LIMITED,2025-01-07
INDORAMA.NS,INDO RAMA SYNTHETICS (INDIA) LIMITED,2003-06-20
INDOSTAR.NS,INDOSTAR CAPITAL FINANCE LIMITED,2018-05-21
INDOTECH.NS,INDO TECH TRANSFORMERS LIMITED,2006-03-16
INDOTHAI.NS,INDO THAI SECURITIES LIMITED,2011-11-02
INDOUS.NS,INDO US BIOTECH LIMITED,2024-09-27
INDOWIND.NS,INDOWIND ENERGY LIMITED,2007-09-14
INDPRUD.NS,INDUSTRIAL & PRUDENTIAL INVESTMENT COMPANY LIMITED,2026-04-20
INDRAMEDCO.NS,INDRAPRASTHA MEDICAL CORPORATION LIMITED,1997-04-17
INDSWFTLAB.NS,IND-SWIFT LABORATORIES LIMITED,1997-07-02
INDTERRAIN.NS,INDIAN TERRAIN FASHIONS LIMITED,2011-03-11
INDUSINDBK.NS,INDUSIND BANK LIMITED,1998-01-28
INDUSTOWER.NS,INDUS TOWERS LIMITED,2012-12-28
INFOBEAN.NS,INFOBEANS TECHNOLOGIES LIMITED,2019-07-15
INFOMEDIA.NS,INFOMEDIA PRESS LIMITED,2006-10-12
INFY.NS,INFOSYS LIMITED,1995-02-08
INGERRAND.NS,INGERSOLL RAND (INDIA) LIMITED,1999-04-15
INNOVACAP.NS,INNOVA CAPTAB LIMITED,2023-12-29
INNOVANA.NS,INNOVANA THINKLABS LIMITED,2024-12-17
INNOVISION.NS,INNOVISION LIMITED,2026-03-23
INOXGREEN.NS,INOX GREEN ENERGY SERVICES LIMITED,2022-11-23
INOXINDIA.NS,INOX INDIA LIMITED,2023-12-21
INOXWIND.NS,INOX WIND LIMITED,2015-04-09
INSECTICID.NS,INSECTICIDES (INDIA) LIMITED,2007-05-30
INSPIRISYS.NS,INSPIRISYS SOLUTIONS LIMITED,2006-10-30
INTELLECT.NS,INTELLECT DESIGN ARENA LIMITED,2014-12-18
INTENTECH.NS,INTENSE TECHNOLOGIES LIMITED,2017-03-23
INTERARCH.NS,INTERARCH BUILDING SOLUTIONS LIMITED,2024-08-26
INTLCONV.NS,INTERNATIONAL CONVEYORS LIMITED,2021-09-16
INVENTURE.NS,INVENTURE GROWTH & SECURITIES LIMITED,2011-08-04
INVPRECQ.NS,INVESTMENT & PRECISION CASTINGS LIMITED,2026-04-20
IOB.NS,INDIAN OVERSEAS BANK,2000-12-07
IOC.NS,INDIAN OIL CORPORATION LIMITED,1996-07-24
IOLCP.NS,IOL CHEMICALS AND PHARMACEUTICALS LIMITED,2010-11-08
IONEXCHANG.NS,ION EXCHANGE (INDIA) LIMITED,2022-02-22
IPCALAB.NS,IPCA LABORATORIES LIMITED,1995-02-08
IPL.NS,INDIA PESTICIDES LIMITED,2021-07-05
IRB.NS,IRB INFRASTRUCTURE DEVELOPERS LIMITED,2008-02-25
IRCON.NS,IRCON INTERNATIONAL LIMITED,2018-09-28
IRCTC.NS,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,2019-10-14
IREDA.NS,INDIAN RENEWABLE ENERGY DEVELOPMENT AGENCY LIMITED,2023-11-29
IRFC.NS,INDIAN RAILWAY FINANCE CORPORATION LIMITED,2021-01-29
IRIS.NS,IRIS REGTECH SOLUTIONS LIMITED,2021-11-08
IRISDOREME.NS,IRIS CLOTHINGS LIMITED,2021-02-22
IRMENERGY.NS,IRM ENERGY LIMITED,2023-10-26
ISFT.NS,INTRASOFT TECHNOLOGIES LIMITED,2010-04-12
ISGEC.NS,ISGEC HEAVY ENGINEERING LIMITED,2021-05-05
ISHANCH.NS,ISHAN DYES AND CHEMICALS LIMITED,2025-03-24
ITC.NS,ITC LIMITED,1995-08-23
ITCHOTELS.NS,ITC HOTELS LIMITED,2025-01-29
ITDC.NS,INDIA TOURISM DEVELOPMENT CORPORATION LIMITED,2016-12-30
ITI.NS,ITI LIMITED,2003-09-15
IVALUE.NS,IVALUE INFOSOLUTIONS LIMITED,2025-09-25
IVC.NS,IL&FS INVESTMENT MANAGERS LIMITED,1999-09-15
IVP.NS,IVP LIMITED,1995-09-13
IWP.NS,THE INDIAN WOOD PRODUCTS COMPANY LIMITED,2026-04-20
IXIGO.NS,LE TRAVENUES TECHNOLOGY LIMITED,2024-06-18
IZMO.NS,IZMO LIMITED,2007-02-05
J&KBANK.NS,THE JAMMU & KASHMIR BANK LIMITED,1998-07-22
JAGRAN.NS,JAGRAN PRAKASHAN LIMITED,2006-02-22
JAGSNPHARM.NS,JAGSONPAL PHARMACEUTICALS LIMITED,2000-03-01
JAIBALAJI.NS,JAI BALAJI INDUSTRIES LIMITED,2003-12-09
JAICORPLTD.NS,JAI CORP LIMITED,1997-11-26
JAINREC.NS,JAIN RESOURCE RECYCLING LIMITED,2025-10-01
JAIPURKURT.NS,NANDANI CREATION LIMITED,2021-09-02
JAMNAAUTO.NS,JAMNA AUTO INDUSTRIES LIMITED,2010-12-10
JARO.NS,JARO INSTITUTE OF TECHNOLOGY MANAGEMENT AND RESEARCH LIMITED,2025-09-30
JASH.NS,JASH ENGINEERING LIMITED,2019-10-30
JAYAGROGN.NS,JAYANT AGRO ORGANICS LIMITED,1996-04-17
JAYBARMARU.NS,JAY BHARAT MARUTI LIMITED,1996-01-03
JAYKAY.NS,JAYKAY ENTERPRISES LIMITED,2025-12-03
JAYNECOIND.NS,JAYASWAL NECO INDUSTRIES LIMITED,1995-05-10
JAYSREETEA.NS,JAYSHREE TEA & INDUSTRIES LIMITED,1995-02-15
JBCHEPHARM.NS,JB CHEMICALS & PHARMACEUTICALS LIMITED,2003-04-29
JBMA.NS,JBM AUTO LIMITED,2004-12-17
JETFREIGHT.NS,JET FREIGHT LOGISTICS LIMITED,2021-12-21
JGCHEM.NS,J.G.CHEMICALS LIMITED,2024-03-13
JHS.NS,JHS SVENDGAARD LABORATORIES LIMITED,2006-10-21
JINDALPHOT.NS,JINDAL PHOTO LIMITED,2005-04-07
JINDALPOLY.NS,JINDAL POLY FILMS LIMITED,2002-01-21
JINDALSAW.NS,JINDAL SAW LIMITED,2003-04-29
JINDALSTEL.NS,JINDAL STEEL LIMITED,1999-12-29
JINDRILL.NS,JINDAL DRILLING AND INDUSTRIES LIMITED,2006-12-22
JINDWORLD.NS,JINDAL WORLDWIDE LIMITED,2010-11-25
JIOFIN.NS,JIO FINANCIAL SERVICES LIMITED,2023-08-21
JISLDVREQS.NS,JAIN IRRIGATION SYSTEMS LIMITED,2011-11-30
JISLJALEQS.NS,JAIN IRRIGATION SYSTEMS LIMITED,2001-08-13
JITFINFRA.NS,JITF INFRALOGISTICS LIMITED,2017-02-27
JKCEMENT.NS,JK CEMENT LIMITED,2006-03-14
JKIL.NS,J.KUMAR INFRAPROJECTS LIMITED,2008-02-12
JKIPL.NS,JINKUSHAL INDUSTRIES LIMITED,2025-10-03
JKLAKSHMI.NS,JK LAKSHMI CEMENT LIMITED,2006-06-19
JKPAPER.NS,JK PAPER LIMITED,2005-06-16
JKTYRE.NS,JK TYRE & INDUSTRIES LIMITED,2007-03-19
JLHL.NS,JUPITER LIFE LINE HOSPITALS LIMITED,2023-09-18
JMA.NS,JULLUNDUR MOTOR AGENCY (DELHI) LIMITED,2015-03-16
JMFINANCIL.NS,JM FINANCIAL LIMITED,2006-10-10
JNKINDIA.NS,JNK INDIA LIMITED,2024-04-30
JOCIL.NS,JOCIL LIMITED,2008-10-08
JPOLYINVST.NS,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,2013-11-11
JPPOWER.NS,JAIPRAKASH POWER VENTURES LIMITED,2005-04-18
JSFB.NS,JANA SMALL FINANCE BANK LIMITED,2024-02-14
JSL.NS,JINDAL STAINLESS LIMITED,2003-11-17
JSLL.NS,JEENA SIKHO LIFECARE LIMITED,2025-08-11
JSWCEMENT.NS,JSW CEMENT LIMITED,2025-08-14
JSWDULUX.NS,JSW DULUX LIMITED,2001-06-28
JSWENERGY.NS,JSW ENERGY LIMITED,2010-01-04
JSWHL.NS,JSW HOLDINGS LIMITED,2005-06-21
JSWINFRA.NS,JSW INFRASTRUCTURE LIMITED,2023-10-03
JSWSTEEL.NS,JSW STEEL LIMITED,2005-03-23
JTEKTINDIA.NS,JTEKT INDIA LIMITED,2004-01-12
JTLIND.NS,JTL INDUSTRIES LIMITED,2023-06-12
JUBLCPL.NS,JUBILANT AGRI AND CONSUMER PRODUCTS LIMITED,2025-02-14
JUBLFOOD.NS,JUBILANT FOODWORKS LIMITED,2010-02-08
JUBLINGREA.NS,JUBILANT INGREVIA LIMITED,2021-03-19
JUBLPHARMA.NS,JUBILANT PHARMOVA LIMITED,2003-06-16
JUNIPER.NS,JUNIPER HOTELS LIMITED,2024-02-28
JUSTDIAL.NS,JUST DIAL LIMITED,2013-06-05
JWL.NS,JUPITER WAGONS LIMITED,2010-10-18
JYOTHYLAB.NS,JYOTHY LABS LIMITED,2007-12-19
JYOTICNC.NS,JYOTI CNC AUTOMATION LIMITED,2024-01-16
JYOTISTRUC.NS,JYOTI STRUCTURES LIMITED,1995-07-19
KABRAEXTRU.NS,KABRA EXTRUSION TECHNIK LIMITED,1995-09-06
KAJARIACER.NS,KAJARIA CERAMICS LIMITED,2004-06-01
KAKATCEM.NS,KAKATIYA CEMENT SUGAR & INDUSTRIES LIMITED,1995-12-13
KALAMANDIR.NS,SAI SILKS (KALAMANDIR) LIMITED,2023-09-27
KALPATARU.NS,KALPATARU LIMITED,2025-07-01
KALYANI.NS,KALYANI COMMERCIALS LIMITED,2017-02-13
KALYANIFRG.NS,KALYANI FORGE LIMITED,2007-12-20
KALYANKJIL.NS,KALYAN JEWELLERS INDIA LIMITED,2021-03-26
KAMAHOLD.NS,KAMA HOLDINGS LIMITED,2026-04-20
KAMATHOTEL.NS,KAMAT HOTELS (I) LIMITED,1996-05-29
KAMDHENU.NS,KAMDHENU LIMITED,2006-05-09
KAMOPAINTS.NS,KAMDHENU VENTURES LIMITED,2023-01-24
KANANIIND.NS,KANANI INDUSTRIES LIMITED,2011-12-14
KANCHI.NS,KANCHI KARPOORAM LIMITED,2026-04-20
KANORICHEM.NS,KANORIA CHEMICALS & INDUSTRIES LIMITED,1995-02-08
KANPRPLA.NS,KANPUR PLASTIPACK LIMITED,2021-01-01
KANSAINER.NS,KANSAI NEROLAC PAINTS LIMITED,2003-09-15
KAPSTON.NS,KAPSTON SERVICES LIMITED,2020-05-27
KARMAENG.NS,KARMA ENERGY LIMITED,2011-06-28
KARURVYSYA.NS,KARUR VYSYA BANK LIMITED,2000-07-26
KAUSHALYA.NS,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LIMITED,2007-12-14
KAVDEFENCE.NS,KAVVERI DEFENCE & WIRELESS TECHNOLOGIES LIMITED,2008-01-29
KAYA.NS,KAYA LIMITED,2015-08-14
KAYNES.NS,KAYNES TECHNOLOGY INDIA LIMITED,2022-11-22
KCP.NS,KCP LIMITED,1997-04-09
KCPSUGIND.NS,KCP SUGAR AND INDUSTRIES CORPORATION LIMITED,1997-06-11
KDDL.NS,KDDL LIMITED,2016-03-23
KEC.NS,KEC INTERNATIONAL LIMITED,2006-03-10
KECL.NS,KIRLOSKAR ELECTRIC COMPANY LIMITED,2010-03-09
KEEPLEARN.NS,DSJ KEEP LEARNING LIMITED,1995-03-01
KEI.NS,KEI INDUSTRIES LIMITED,2006-03-23
KELLTONTEC.NS,KELLTON TECH SOLUTIONS LIMITED,2016-03-02
KENNAMET.NS,KENNAMETAL INDIA LIMITED,2026-04-20
KERNEX.NS,KERNEX MICROSYSTEMS (INDIA) LIMITED,2005-12-20
KESORAMIND.NS,KESORAM INDUSTRIES LIMITED,1995-09-06
KEYFINSERV.NS,KEYNOTE FINANCIAL SERVICES LIMITED,1996-06-26
KFINTECH.NS,KFIN TECHNOLOGIES LIMITED,2022-12-29
KHADIM.NS,KHADIM INDIA LIMITED,2017-11-14
KHAICHEM.NS,KHAITAN CHEMICALS & FERTILIZERS LIMITED,2020-10-30
KHAITANLTD.NS,KHAITAN (INDIA) LIMITED,1995-12-20
KHANDSE.NS,KHANDWALA SECURITIES LIMITED,2001-02-07
KICL.NS,KALYANI INVESTMENT COMPANY LIMITED,2011-01-14
KILITCH.NS,KILITCH DRUGS (INDIA) LIMITED,2010-09-29
