SYMBOL,STOCK NAME,LISTING DATE
VIKRAN.NS,VIKRAN ENGINEERING LIMITED,2025-09-03
VIMTALABS.NS,VIMTA LABS LIMITED,2005-12-15
VINATIORGA.NS,VINATI ORGANICS LIMITED,2009-07-28
VINCOFE.NS,VINTAGE COFFEE AND BEVERAGES LIMITED,2024-10-18
VINDHYATEL.NS,VINDHYA TELELINKS LIMITED,1995-02-08
VINEETLAB.NS,VINEET LABORATORIES LIMITED,2021-06-15
VINNY.NS,VINNY OVERSEAS LIMITED,2022-11-28
VINYLINDIA.NS,VINYL CHEMICALS (INDIA) LIMITED,2008-07-21
VIPCLOTHNG.NS,VIP CLOTHING LIMITED,2007-08-06
VIPIND.NS,VIP INDUSTRIES LIMITED,2005-03-02
VIPULLTD.NS,VIPUL LIMITED,2015-04-23
VIRINCHI.NS,VIRINCHI LIMITED,2023-05-03
VISACHROME.NS,VISA CHROME LIMITED,2006-03-17
VISAKAIND.NS,VISAKA INDUSTRIES LIMITED,1996-08-28
VISHNU.NS,VISHNU CHEMICALS LIMITED,2015-03-05
VISHWARAJ.NS,VISHWARAJ SUGAR INDUSTRIES LIMITED,2019-10-15
VISL.NS,VEDANTA IRON AND STEEL LIMITED,2026-06-15
VITAL.NS,VITAL CHEMTECH LIMITED,2026-03-11
VIVIANA.NS,VIVIANA POWER TECH LIMITED,2026-06-02
VIVIDHA.NS,VISAGAR POLYTEX LIMITED,2013-05-21
VIVIMEDLAB.NS,VIVIMED LABS LIMITED,2005-08-17
VIYASH.NS,VIYASH SCIENTIFIC LIMITED,2016-03-10
VLEGOV.NS,VL E-GOVERNANCE & IT SOLUTIONS LIMITED,2023-08-14
VLSFINANCE.NS,VLS FINANCE LIMITED,1995-05-25
VMART.NS,V-MART RETAIL LIMITED,2013-02-20
VMM.NS,VISHAL MEGA MART LIMITED,2024-12-18
VMSTMT.NS,VMS TMT LIMITED,2025-09-24
VOEPL.NS,VIRTUOSO OPTOELECTRONICS LIMITED,2026-07-01
VOGL.NS,VEDANTA OIL AND GAS LIMITED,2026-06-15
VOLTAMP.NS,VOLTAMP TRANSFORMERS LIMITED,2006-09-20
VOLTAS.NS,VOLTAS LIMITED,1995-04-12
VPRPL.NS,VISHNU PRAKASH R PUNGLIA LIMITED,2023-09-05
VRAJ.NS,VRAJ IRON AND STEEL LIMITED,2024-07-03
VRLLOG.NS,VRL LOGISTICS LIMITED,2015-04-30
VSSL.NS,VARDHMAN SPECIAL STEELS LIMITED,2012-05-17
VSTIND.NS,VST INDUSTRIES LIMITED,2003-09-05
VSTL.NS,VIBHOR STEEL TUBES LIMITED,2024-02-20
VSTTILLERS.NS,V.S.T TILLERS TRACTORS LIMITED,2011-06-20
VTL.NS,VARDHMAN TEXTILES LIMITED,2003-01-14
WAAREEENER.NS,WAAREE ENERGIES LIMITED,2024-10-28
WAAREEINDO.NS,INDOSOLAR LIMITED,2010-09-29
WAAREERTL.NS,WAAREE RENEWABLE TECHNOLOGIES LIMITED,2025-04-09
WABAG.NS,VA TECH WABAG LIMITED,2010-10-13
WAKEFIT.NS,WAKEFIT INNOVATIONS LIMITED,2025-12-15
WALCHANNAG.NS,WALCHANDNAGAR INDUSTRIES LIMITED,1996-09-18
WANBURY.NS,WANBURY LIMITED,2007-01-29
WCIL.NS,WESTERN CARRIERS (INDIA) LIMITED,2024-09-24
WEALTH.NS,WEALTH FIRST PORTFOLIO MANAGERS LIMITED,2021-01-20
WEBELSOLAR.NS,WEBSOL ENERGY SYSTEM LIMITED,2007-05-15
WEIZMANIND.NS,WEIZMANN LIMITED,1995-05-10
WEL.NS,WONDER ELECTRICALS LIMITED,2022-01-17
WELCORP.NS,WELSPUN CORP LIMITED,2005-05-24
WELENT.NS,WELSPUN ENTERPRISES LIMITED,2004-11-04
WELINV.NS,WELSPUN INVESTMENTS AND COMMERCIALS LIMITED,2010-09-20
WELSPLSOL.NS,WELSPUN SPECIALTY SOLUTIONS LIMITED,2026-04-20
WELSPUNLIV.NS,WELSPUN LIVING LIMITED,2003-12-04
WENDT.NS,WENDT (INDIA) LIMITED,2006-08-07
WESTLIFE.NS,WESTLIFE FOODWORLD LIMITED,2023-06-05
WEWIN.NS,WE WIN LIMITED,2022-06-15
WEWORK.NS,WEWORK INDIA MANAGEMENT LIMITED,2025-10-10
WHEELS.NS,WHEELS INDIA LIMITED,2000-04-07
WHIRLPOOL.NS,WHIRLPOOL OF INDIA LIMITED,2010-04-06
WILLAMAGOR.NS,WILLIAMSON MAGOR & COMPANY LIMITED,1995-02-08
WINDLAS.NS,WINDLAS BIOTECH LIMITED,2021-08-16
WINDMACHIN.NS,WINDSOR MACHINES LIMITED,2011-08-17
WINSOME.NS,WINSOME YARNS LIMITED,2011-08-25
WIPL.NS,THE WESTERN INDIA PLYWOODS LIMITED,2017-04-17
WIPRO.NS,WIPRO LIMITED,1995-11-08
WOCKPHARMA.NS,WOCKHARDT LIMITED,2000-02-23
WONDERLA.NS,WONDERLA HOLIDAYS LIMITED,2014-05-09
WORTHPERI.NS,WORTH PERIPHERALS LIMITED,2020-08-04
WPIL.NS,WPIL LIMITED,2026-04-20
WSI.NS,W S INDUSTRIES (I) LIMITED,2007-08-01
WSTCSTPAPR.NS,WEST COAST PAPER MILLS LIMITED,2001-01-17
XCHANGING.NS,XCHANGING SOLUTIONS LIMITED,2005-03-09
XELPMOC.NS,XELPMOC DESIGN AND TECH LIMITED,2019-02-04
XPROINDIA.NS,XPRO INDIA LIMITED,2004-04-27
XTGLOBAL.NS,XTGLOBAL INFOTECH LIMITED,2024-09-16
YASHO.NS,YASHO INDUSTRIES LIMITED,2023-08-21
YATHARTH.NS,YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,2023-08-07
YATRA.NS,YATRA ONLINE LIMITED,2023-09-28
YESBANK.NS,YES BANK LIMITED,2005-07-12
YUKEN.NS,YUKEN INDIA LIMITED,2021-09-02
ZAGGLE.NS,ZAGGLE PREPAID OCEAN SERVICES LIMITED,2023-09-22
ZEEL.NS,ZEE ENTERTAINMENT ENTERPRISES LIMITED,1998-09-09
ZEELEARN.NS,ZEE LEARN LIMITED,2010-12-20
ZEEMEDIA.NS,ZEE MEDIA CORPORATION LIMITED,2007-01-10
ZENITHEXPO.NS,ZENITH EXPORTS LIMITED,1996-07-10
ZENITHSTL.NS,ZENITH STEEL PIPES & INDUSTRIES LIMITED,2007-04-30
ZENSARTECH.NS,ZENSAR TECHNOLOGIES LIMITED,2003-07-09
ZENTEC.NS,ZEN TECHNOLOGIES LIMITED,2015-03-30
ZFCVINDIA.NS,ZF COMMERCIAL VEHICLE CONTROL SYSTEMS INDIA LIMITED,2008-10-01
ZFSTEERING.NS,ZF STEERING GEAR (INDIA) LIMITED,2026-04-20
ZIMLAB.NS,ZIM LABORATORIES LIMITED,2022-11-25
ZODIAC.NS,ZODIAC ENERGY LIMITED,2021-12-14
ZODIACLOTH.NS,ZODIAC CLOTHING COMPANY LIMITED,1995-09-27
ZOTA.NS,ZOTA HEALTH CARE LIMITED,2019-08-19
ZSARACOM.NS,SARASWATI COMMERCIAL INDIA LIMITED,2026-04-20
ZUARI.NS,ZUARI AGRO CHEMICALS LIMITED,2012-11-27
ZUARIIND.NS,ZUARI INDUSTRIES LIMITED,1995-04-12
ZYDUSLIFE.NS,ZYDUS LIFESCIENCES LIMITED,2000-04-18
ZYDUSWELL.NS,ZYDUS WELLNESS LIMITED,2009-11-13
